Metric,Baseline,Current,ErrorPercent,Unit
Peak Heave,2.39820265655923,2.39820265655923,0,mm
Peak Pitch,0.163870961677509,0.163870961677509,0,deg
RMS Heave Acceleration,0.940961436953925,0.940961436953925,0,m/s^2
RMS Pitch Acceleration,55.857621712667,55.857621712667,0,deg/s^2
