Metric,Value,Unit
Peak Heave Reduction,11.8693178979841,%
Peak Pitch Reduction,50.651999019659,%
Peak Roll Reduction,28.807839482556,%
RMS Heave Acceleration Reduction,1.38482372217164,%
RMS Pitch Acceleration Reduction,4.65138690997452,%
RMS Roll Acceleration Reduction,6.43884915781092,%
Roll Settling Time Improvement,21.0954446854664,%
Peak Actuator Force,1903.02318349129,N
Mean RMS Actuator Force,83.7073565744937,N
Maximum Saturation,0,%
