Speed_mps,Speed_kph,KerbDuration_s,RearDelay_s,PeakHeave_mm,PeakPitch_deg,PeakRoll_deg,RMSHeaveAccel,RMSPitchAccel,RMSRollAccel,RollSettlingTime_s,PeakForce_N,MeanRMSForce_N,MaxSaturation_pct
20,72,0.03,0.175,1.4933569555133,0.0787268545143581,0.146621994662062,0.617862029367717,36.0241008828168,79.6457528917904,1.308,1109.05152230996,53.9521486968604,0
40,144,0.015,0.0875,0.922364236235931,0.0407405136728458,0.0812908701217433,0.434776230518059,25.3931784416997,55.391614217526,1.211,655.961198804623,31.1460840495357,0
