Mode,Frequency_Hz,DampingRatio,PoleReal,PoleImag
1,2.94961632302098,0.153854491296388,-2.8513831244053,18.3123232340219
2,4.06541295890042,0.193339115003611,-4.9386046598891,25.0617834357582
3,4.44634171645574,0.214994259661303,-6.00633525393313,27.2838865062164
4,26.5469489581903,0.321600450682036,-53.6427620991795,157.938259443848
5,26.5509526570411,0.320707313679935,-53.5018550907728,158.012606654571
6,27.7996461416794,0.274530054217906,-47.9522546661166,167.959235589206
7,27.928210165249,0.26951345546803,-47.2937144171989,168.984836873833
