Ratio,PeakHeave_mm,PeakPitch_deg,PeakRoll_deg,RMSHeaveAccel_mps2,RMSPitchAccel_degps2,RMSRollAccel_degps2,RollSettlingTime_s,PeakForce_N,MeanRMSForce_N,MaxSaturation_pct,KerbObjective,BumpObjective,CombinedObjective
0.125,1.4933569555133,0.0787268545143581,0.146621994662062,0.617862029367717,36.0241008828168,79.6457528917904,1.308,1109.05152230996,53.9521486968604,0,0.820383890533042,0.774010963104832,0.797197426818937
0.25,1.48086233043387,0.0752243593343914,0.133327450000254,0.631318317928332,36.6418681569165,78.28766555282,1.314,1469.13311231342,70.8886230212598,0,0.822778642284539,0.800806739554184,0.811792690919361
